week_start,weekly_arrivals,scenario,seed,stage
2024-01-01,3,OBS_MIX,5,ref_to_mri
2024-01-08,3,OBS_MIX,5,ref_to_mri
2024-01-15,7,OBS_MIX,5,ref_to_mri
2024-01-22,6,OBS_MIX,5,ref_to_mri
2024-01-29,3,OBS_MIX,5,ref_to_mri
2024-02-05,3,OBS_MIX,5,ref_to_mri
2024-02-12,7,OBS_MIX,5,ref_to_mri
2024-02-19,6,OBS_MIX,5,ref_to_mri
2024-02-26,10,OBS_MIX,5,ref_to_mri
2024-03-04,6,OBS_MIX,5,ref_to_mri
2024-03-11,5,OBS_MIX,5,ref_to_mri
2024-03-18,4,OBS_MIX,5,ref_to_mri
2024-03-25,7,OBS_MIX,5,ref_to_mri
2024-04-08,8,OBS_MIX,5,ref_to_mri
2024-04-15,5,OBS_MIX,5,ref_to_mri
2024-04-22,6,OBS_MIX,5,ref_to_mri
2024-04-29,6,OBS_MIX,5,ref_to_mri
2024-05-06,2,OBS_MIX,5,ref_to_mri
2024-05-13,6,OBS_MIX,5,ref_to_mri
2024-05-20,2,OBS_MIX,5,ref_to_mri
2024-05-27,7,OBS_MIX,5,ref_to_mri
2024-06-03,5,OBS_MIX,5,ref_to_mri
2024-06-10,3,OBS_MIX,5,ref_to_mri
2024-06-17,4,OBS_MIX,5,ref_to_mri
2024-06-24,4,OBS_MIX,5,ref_to_mri
2024-07-01,5,OBS_MIX,5,ref_to_mri
2024-07-08,8,OBS_MIX,5,ref_to_mri
2024-07-15,7,OBS_MIX,5,ref_to_mri
2024-07-22,6,OBS_MIX,5,ref_to_mri
2024-07-29,2,OBS_MIX,5,ref_to_mri
2024-08-05,4,OBS_MIX,5,ref_to_mri
2024-08-12,5,OBS_MIX,5,ref_to_mri
2024-08-19,7,OBS_MIX,5,ref_to_mri
2024-08-26,9,OBS_MIX,5,ref_to_mri
2024-09-02,4,OBS_MIX,5,ref_to_mri
2024-09-09,1,OBS_MIX,5,ref_to_mri
2024-09-16,5,OBS_MIX,5,ref_to_mri
2024-09-23,7,OBS_MIX,5,ref_to_mri
2024-09-30,6,OBS_MIX,5,ref_to_mri
2024-10-07,5,OBS_MIX,5,ref_to_mri
2024-10-14,3,OBS_MIX,5,ref_to_mri
2024-10-21,6,OBS_MIX,5,ref_to_mri
2024-10-28,4,OBS_MIX,5,ref_to_mri
2024-11-04,5,OBS_MIX,5,ref_to_mri
2024-11-11,9,OBS_MIX,5,ref_to_mri
2024-11-18,7,OBS_MIX,5,ref_to_mri
2024-11-25,7,OBS_MIX,5,ref_to_mri
2024-12-02,6,OBS_MIX,5,ref_to_mri
2024-12-09,6,OBS_MIX,5,ref_to_mri
2024-12-16,3,OBS_MIX,5,ref_to_mri
2024-12-23,7,OBS_MIX,5,ref_to_mri
2024-12-30,6,OBS_MIX,5,ref_to_mri
2024-01-08,3,OBS_MIX,5,mri_to_report
2024-01-15,4,OBS_MIX,5,mri_to_report
2024-01-22,4,OBS_MIX,5,mri_to_report
2024-01-29,2,OBS_MIX,5,mri_to_report
2024-02-05,4,OBS_MIX,5,mri_to_report
2024-02-12,4,OBS_MIX,5,mri_to_report
2024-02-19,7,OBS_MIX,5,mri_to_report
2024-02-26,7,OBS_MIX,5,mri_to_report
2024-03-04,4,OBS_MIX,5,mri_to_report
2024-03-11,6,OBS_MIX,5,mri_to_report
2024-03-18,3,OBS_MIX,5,mri_to_report
2024-03-25,10,OBS_MIX,5,mri_to_report
2024-04-01,4,OBS_MIX,5,mri_to_report
2024-04-08,5,OBS_MIX,5,mri_to_report
2024-04-15,4,OBS_MIX,5,mri_to_report
2024-04-22,3,OBS_MIX,5,mri_to_report
2024-04-29,6,OBS_MIX,5,mri_to_report
2024-05-06,5,OBS_MIX,5,mri_to_report
2024-05-13,2,OBS_MIX,5,mri_to_report
2024-05-20,9,OBS_MIX,5,mri_to_report
2024-05-27,7,OBS_MIX,5,mri_to_report
2024-06-03,4,OBS_MIX,5,mri_to_report
2024-06-10,6,OBS_MIX,5,mri_to_report
2024-06-17,2,OBS_MIX,5,mri_to_report
2024-06-24,2,OBS_MIX,5,mri_to_report
2024-07-01,5,OBS_MIX,5,mri_to_report
2024-07-08,5,OBS_MIX,5,mri_to_report
2024-07-15,7,OBS_MIX,5,mri_to_report
2024-07-22,5,OBS_MIX,5,mri_to_report
2024-07-29,7,OBS_MIX,5,mri_to_report
2024-08-05,7,OBS_MIX,5,mri_to_report
2024-08-12,2,OBS_MIX,5,mri_to_report
2024-08-19,5,OBS_MIX,5,mri_to_report
2024-08-26,4,OBS_MIX,5,mri_to_report
2024-09-02,6,OBS_MIX,5,mri_to_report
2024-09-09,7,OBS_MIX,5,mri_to_report
2024-09-16,5,OBS_MIX,5,mri_to_report
2024-09-23,4,OBS_MIX,5,mri_to_report
2024-09-30,3,OBS_MIX,5,mri_to_report
2024-10-07,7,OBS_MIX,5,mri_to_report
2024-10-14,5,OBS_MIX,5,mri_to_report
2024-10-21,3,OBS_MIX,5,mri_to_report
2024-10-28,7,OBS_MIX,5,mri_to_report
2024-11-04,5,OBS_MIX,5,mri_to_report
2024-11-11,6,OBS_MIX,5,mri_to_report
2024-11-18,4,OBS_MIX,5,mri_to_report
2024-11-25,4,OBS_MIX,5,mri_to_report
2024-12-02,8,OBS_MIX,5,mri_to_report
2024-12-09,9,OBS_MIX,5,mri_to_report
2024-12-16,7,OBS_MIX,5,mri_to_report
2024-12-23,6,OBS_MIX,5,mri_to_report
2024-12-30,3,OBS_MIX,5,mri_to_report
2024-01-08,3,OBS_MIX,5,report_to_biopmdt
2024-01-15,3,OBS_MIX,5,report_to_biopmdt
2024-01-22,3,OBS_MIX,5,report_to_biopmdt
2024-01-29,3,OBS_MIX,5,report_to_biopmdt
2024-02-05,4,OBS_MIX,5,report_to_biopmdt
2024-02-12,4,OBS_MIX,5,report_to_biopmdt
2024-02-19,5,OBS_MIX,5,report_to_biopmdt
2024-02-26,6,OBS_MIX,5,report_to_biopmdt
2024-03-04,5,OBS_MIX,5,report_to_biopmdt
2024-03-11,5,OBS_MIX,5,report_to_biopmdt
2024-03-18,6,OBS_MIX,5,report_to_biopmdt
2024-03-25,6,OBS_MIX,5,report_to_biopmdt
2024-04-01,5,OBS_MIX,5,report_to_biopmdt
2024-04-08,5,OBS_MIX,5,report_to_biopmdt
2024-04-15,7,OBS_MIX,5,report_to_biopmdt
2024-04-22,4,OBS_MIX,5,report_to_biopmdt
2024-04-29,3,OBS_MIX,5,report_to_biopmdt
2024-05-06,5,OBS_MIX,5,report_to_biopmdt
2024-05-13,3,OBS_MIX,5,report_to_biopmdt
2024-05-20,5,OBS_MIX,5,report_to_biopmdt
2024-05-27,10,OBS_MIX,5,report_to_biopmdt
2024-06-03,5,OBS_MIX,5,report_to_biopmdt
2024-06-10,6,OBS_MIX,5,report_to_biopmdt
2024-06-17,4,OBS_MIX,5,report_to_biopmdt
2024-07-01,4,OBS_MIX,5,report_to_biopmdt
2024-07-08,4,OBS_MIX,5,report_to_biopmdt
2024-07-15,6,OBS_MIX,5,report_to_biopmdt
2024-07-22,4,OBS_MIX,5,report_to_biopmdt
2024-07-29,8,OBS_MIX,5,report_to_biopmdt
2024-08-05,7,OBS_MIX,5,report_to_biopmdt
2024-08-12,3,OBS_MIX,5,report_to_biopmdt
2024-08-19,7,OBS_MIX,5,report_to_biopmdt
2024-08-26,5,OBS_MIX,5,report_to_biopmdt
2024-09-02,4,OBS_MIX,5,report_to_biopmdt
2024-09-09,6,OBS_MIX,5,report_to_biopmdt
2024-09-16,6,OBS_MIX,5,report_to_biopmdt
2024-09-23,6,OBS_MIX,5,report_to_biopmdt
2024-09-30,3,OBS_MIX,5,report_to_biopmdt
2024-10-07,5,OBS_MIX,5,report_to_biopmdt
2024-10-14,5,OBS_MIX,5,report_to_biopmdt
2024-10-21,6,OBS_MIX,5,report_to_biopmdt
2024-10-28,3,OBS_MIX,5,report_to_biopmdt
2024-11-04,6,OBS_MIX,5,report_to_biopmdt
2024-11-11,8,OBS_MIX,5,report_to_biopmdt
2024-11-18,2,OBS_MIX,5,report_to_biopmdt
2024-11-25,5,OBS_MIX,5,report_to_biopmdt
2024-12-02,7,OBS_MIX,5,report_to_biopmdt
2024-12-09,6,OBS_MIX,5,report_to_biopmdt
2024-12-16,7,OBS_MIX,5,report_to_biopmdt
2024-12-23,10,OBS_MIX,5,report_to_biopmdt
2024-12-30,5,OBS_MIX,5,report_to_biopmdt
2024-01-08,1,OBS_MIX,5,biopmdt_to_biopsy
2024-01-15,2,OBS_MIX,5,biopmdt_to_biopsy
2024-01-22,1,OBS_MIX,5,biopmdt_to_biopsy
2024-01-29,2,OBS_MIX,5,biopmdt_to_biopsy
2024-02-05,2,OBS_MIX,5,biopmdt_to_biopsy
2024-02-12,1,OBS_MIX,5,biopmdt_to_biopsy
2024-02-19,1,OBS_MIX,5,biopmdt_to_biopsy
2024-02-26,5,OBS_MIX,5,biopmdt_to_biopsy
2024-03-04,2,OBS_MIX,5,biopmdt_to_biopsy
2024-03-11,4,OBS_MIX,5,biopmdt_to_biopsy
2024-03-18,1,OBS_MIX,5,biopmdt_to_biopsy
2024-03-25,4,OBS_MIX,5,biopmdt_to_biopsy
2024-04-01,4,OBS_MIX,5,biopmdt_to_biopsy
2024-04-08,2,OBS_MIX,5,biopmdt_to_biopsy
2024-04-15,8,OBS_MIX,5,biopmdt_to_biopsy
2024-04-22,3,OBS_MIX,5,biopmdt_to_biopsy
2024-04-29,1,OBS_MIX,5,biopmdt_to_biopsy
2024-05-06,3,OBS_MIX,5,biopmdt_to_biopsy
2024-05-13,2,OBS_MIX,5,biopmdt_to_biopsy
2024-05-20,4,OBS_MIX,5,biopmdt_to_biopsy
2024-05-27,2,OBS_MIX,5,biopmdt_to_biopsy
2024-06-03,5,OBS_MIX,5,biopmdt_to_biopsy
2024-06-10,4,OBS_MIX,5,biopmdt_to_biopsy
2024-06-17,2,OBS_MIX,5,biopmdt_to_biopsy
2024-06-24,3,OBS_MIX,5,biopmdt_to_biopsy
2024-07-01,4,OBS_MIX,5,biopmdt_to_biopsy
2024-07-08,2,OBS_MIX,5,biopmdt_to_biopsy
2024-07-15,4,OBS_MIX,5,biopmdt_to_biopsy
2024-07-22,2,OBS_MIX,5,biopmdt_to_biopsy
2024-07-29,3,OBS_MIX,5,biopmdt_to_biopsy
2024-08-05,4,OBS_MIX,5,biopmdt_to_biopsy
2024-08-12,2,OBS_MIX,5,biopmdt_to_biopsy
2024-08-19,4,OBS_MIX,5,biopmdt_to_biopsy
2024-08-26,3,OBS_MIX,5,biopmdt_to_biopsy
2024-09-02,5,OBS_MIX,5,biopmdt_to_biopsy
2024-09-09,2,OBS_MIX,5,biopmdt_to_biopsy
2024-09-16,4,OBS_MIX,5,biopmdt_to_biopsy
2024-09-23,4,OBS_MIX,5,biopmdt_to_biopsy
2024-09-30,4,OBS_MIX,5,biopmdt_to_biopsy
2024-10-14,2,OBS_MIX,5,biopmdt_to_biopsy
2024-10-21,4,OBS_MIX,5,biopmdt_to_biopsy
2024-10-28,4,OBS_MIX,5,biopmdt_to_biopsy
2024-11-04,2,OBS_MIX,5,biopmdt_to_biopsy
2024-11-11,1,OBS_MIX,5,biopmdt_to_biopsy
2024-11-18,6,OBS_MIX,5,biopmdt_to_biopsy
2024-11-25,2,OBS_MIX,5,biopmdt_to_biopsy
2024-12-02,3,OBS_MIX,5,biopmdt_to_biopsy
2024-12-09,2,OBS_MIX,5,biopmdt_to_biopsy
2024-12-16,5,OBS_MIX,5,biopmdt_to_biopsy
2024-12-23,5,OBS_MIX,5,biopmdt_to_biopsy
2024-12-30,5,OBS_MIX,5,biopmdt_to_biopsy
2024-02-12,2,OBS_MIX,5,biopsy_to_pathrep
2024-02-19,2,OBS_MIX,5,biopsy_to_pathrep
2024-02-26,3,OBS_MIX,5,biopsy_to_pathrep
2024-03-04,1,OBS_MIX,5,biopsy_to_pathrep
2024-03-11,1,OBS_MIX,5,biopsy_to_pathrep
2024-03-18,5,OBS_MIX,5,biopsy_to_pathrep
2024-04-08,2,OBS_MIX,5,biopsy_to_pathrep
2024-04-15,6,OBS_MIX,5,biopsy_to_pathrep
2024-04-22,4,OBS_MIX,5,biopsy_to_pathrep
2024-04-29,3,OBS_MIX,5,biopsy_to_pathrep
2024-05-06,6,OBS_MIX,5,biopsy_to_pathrep
2024-05-13,1,OBS_MIX,5,biopsy_to_pathrep
2024-05-20,3,OBS_MIX,5,biopsy_to_pathrep
2024-05-27,2,OBS_MIX,5,biopsy_to_pathrep
2024-06-03,6,OBS_MIX,5,biopsy_to_pathrep
2024-06-10,2,OBS_MIX,5,biopsy_to_pathrep
2024-06-17,4,OBS_MIX,5,biopsy_to_pathrep
2024-06-24,6,OBS_MIX,5,biopsy_to_pathrep
2024-07-01,3,OBS_MIX,5,biopsy_to_pathrep
2024-07-08,4,OBS_MIX,5,biopsy_to_pathrep
2024-07-15,3,OBS_MIX,5,biopsy_to_pathrep
2024-07-22,4,OBS_MIX,5,biopsy_to_pathrep
2024-07-29,3,OBS_MIX,5,biopsy_to_pathrep
2024-08-05,2,OBS_MIX,5,biopsy_to_pathrep
2024-08-12,3,OBS_MIX,5,biopsy_to_pathrep
2024-08-26,4,OBS_MIX,5,biopsy_to_pathrep
2024-09-02,3,OBS_MIX,5,biopsy_to_pathrep
2024-09-09,5,OBS_MIX,5,biopsy_to_pathrep
2024-09-16,2,OBS_MIX,5,biopsy_to_pathrep
2024-09-23,2,OBS_MIX,5,biopsy_to_pathrep
2024-09-30,2,OBS_MIX,5,biopsy_to_pathrep
2024-10-07,4,OBS_MIX,5,biopsy_to_pathrep
2024-10-14,5,OBS_MIX,5,biopsy_to_pathrep
2024-10-21,3,OBS_MIX,5,biopsy_to_pathrep
2024-10-28,2,OBS_MIX,5,biopsy_to_pathrep
2024-11-04,2,OBS_MIX,5,biopsy_to_pathrep
2024-11-11,5,OBS_MIX,5,biopsy_to_pathrep
2024-11-18,2,OBS_MIX,5,biopsy_to_pathrep
2024-11-25,2,OBS_MIX,5,biopsy_to_pathrep
2024-12-02,1,OBS_MIX,5,biopsy_to_pathrep
2024-12-09,5,OBS_MIX,5,biopsy_to_pathrep
2024-12-16,6,OBS_MIX,5,biopsy_to_pathrep
2024-12-23,3,OBS_MIX,5,biopsy_to_pathrep
2024-02-19,1,OBS_MIX,5,pathrep_to_treatmdt
2024-02-26,2,OBS_MIX,5,pathrep_to_treatmdt
2024-03-04,1,OBS_MIX,5,pathrep_to_treatmdt
2024-03-11,2,OBS_MIX,5,pathrep_to_treatmdt
2024-03-25,4,OBS_MIX,5,pathrep_to_treatmdt
2024-04-01,1,OBS_MIX,5,pathrep_to_treatmdt
2024-04-08,2,OBS_MIX,5,pathrep_to_treatmdt
2024-04-15,1,OBS_MIX,5,pathrep_to_treatmdt
2024-04-22,7,OBS_MIX,5,pathrep_to_treatmdt
2024-04-29,2,OBS_MIX,5,pathrep_to_treatmdt
2024-05-06,4,OBS_MIX,5,pathrep_to_treatmdt
2024-05-13,5,OBS_MIX,5,pathrep_to_treatmdt
2024-05-20,1,OBS_MIX,5,pathrep_to_treatmdt
2024-06-03,3,OBS_MIX,5,pathrep_to_treatmdt
2024-06-10,3,OBS_MIX,5,pathrep_to_treatmdt
2024-06-17,3,OBS_MIX,5,pathrep_to_treatmdt
2024-06-24,1,OBS_MIX,5,pathrep_to_treatmdt
2024-07-01,4,OBS_MIX,5,pathrep_to_treatmdt
2024-07-08,3,OBS_MIX,5,pathrep_to_treatmdt
2024-07-15,2,OBS_MIX,5,pathrep_to_treatmdt
2024-07-22,3,OBS_MIX,5,pathrep_to_treatmdt
2024-07-29,2,OBS_MIX,5,pathrep_to_treatmdt
2024-08-05,3,OBS_MIX,5,pathrep_to_treatmdt
2024-08-12,1,OBS_MIX,5,pathrep_to_treatmdt
2024-08-19,1,OBS_MIX,5,pathrep_to_treatmdt
2024-08-26,3,OBS_MIX,5,pathrep_to_treatmdt
2024-09-02,2,OBS_MIX,5,pathrep_to_treatmdt
2024-09-09,2,OBS_MIX,5,pathrep_to_treatmdt
2024-09-16,2,OBS_MIX,5,pathrep_to_treatmdt
2024-09-23,2,OBS_MIX,5,pathrep_to_treatmdt
2024-09-30,3,OBS_MIX,5,pathrep_to_treatmdt
2024-10-14,3,OBS_MIX,5,pathrep_to_treatmdt
2024-10-21,3,OBS_MIX,5,pathrep_to_treatmdt
2024-10-28,4,OBS_MIX,5,pathrep_to_treatmdt
2024-11-04,3,OBS_MIX,5,pathrep_to_treatmdt
2024-11-11,2,OBS_MIX,5,pathrep_to_treatmdt
2024-11-18,1,OBS_MIX,5,pathrep_to_treatmdt
2024-11-25,2,OBS_MIX,5,pathrep_to_treatmdt
2024-12-02,3,OBS_MIX,5,pathrep_to_treatmdt
2024-12-16,2,OBS_MIX,5,pathrep_to_treatmdt
2024-12-23,4,OBS_MIX,5,pathrep_to_treatmdt
2024-12-30,2,OBS_MIX,5,pathrep_to_treatmdt
2024-02-26,1,OBS_MIX,5,treatmdt_to_outpat
2024-03-04,2,OBS_MIX,5,treatmdt_to_outpat
2024-03-18,2,OBS_MIX,5,treatmdt_to_outpat
2024-03-25,2,OBS_MIX,5,treatmdt_to_outpat
2024-04-01,3,OBS_MIX,5,treatmdt_to_outpat
2024-04-15,1,OBS_MIX,5,treatmdt_to_outpat
2024-04-22,2,OBS_MIX,5,treatmdt_to_outpat
2024-04-29,5,OBS_MIX,5,treatmdt_to_outpat
2024-05-06,3,OBS_MIX,5,treatmdt_to_outpat
2024-05-13,4,OBS_MIX,5,treatmdt_to_outpat
2024-05-20,3,OBS_MIX,5,treatmdt_to_outpat
2024-05-27,4,OBS_MIX,5,treatmdt_to_outpat
2024-06-10,4,OBS_MIX,5,treatmdt_to_outpat
2024-06-24,2,OBS_MIX,5,treatmdt_to_outpat
2024-07-01,1,OBS_MIX,5,treatmdt_to_outpat
2024-07-08,5,OBS_MIX,5,treatmdt_to_outpat
2024-07-15,4,OBS_MIX,5,treatmdt_to_outpat
2024-07-22,2,OBS_MIX,5,treatmdt_to_outpat
2024-07-29,6,OBS_MIX,5,treatmdt_to_outpat
2024-08-12,3,OBS_MIX,5,treatmdt_to_outpat
2024-08-19,2,OBS_MIX,5,treatmdt_to_outpat
2024-09-02,4,OBS_MIX,5,treatmdt_to_outpat
2024-09-09,2,OBS_MIX,5,treatmdt_to_outpat
2024-09-16,2,OBS_MIX,5,treatmdt_to_outpat
2024-09-23,1,OBS_MIX,5,treatmdt_to_outpat
2024-09-30,3,OBS_MIX,5,treatmdt_to_outpat
2024-10-07,2,OBS_MIX,5,treatmdt_to_outpat
2024-10-14,1,OBS_MIX,5,treatmdt_to_outpat
2024-10-21,1,OBS_MIX,5,treatmdt_to_outpat
2024-10-28,3,OBS_MIX,5,treatmdt_to_outpat
2024-11-04,3,OBS_MIX,5,treatmdt_to_outpat
2024-11-11,2,OBS_MIX,5,treatmdt_to_outpat
2024-11-18,5,OBS_MIX,5,treatmdt_to_outpat
2024-11-25,1,OBS_MIX,5,treatmdt_to_outpat
2024-12-02,2,OBS_MIX,5,treatmdt_to_outpat
2024-12-09,2,OBS_MIX,5,treatmdt_to_outpat
2024-12-16,1,OBS_MIX,5,treatmdt_to_outpat
2024-12-23,1,OBS_MIX,5,treatmdt_to_outpat
2024-12-30,3,OBS_MIX,5,treatmdt_to_outpat
2024-01-01,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-01-08,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-01-15,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-01-22,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-01-29,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-02-05,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-02-12,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-02-19,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-02-26,10,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-03-04,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-03-11,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-03-18,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-03-25,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-04-08,8,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-04-15,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-04-22,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-04-29,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-05-06,2,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-05-13,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-05-20,2,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-05-27,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-06-03,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-06-10,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-06-17,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-06-24,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-07-01,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-07-08,8,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-07-15,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-07-22,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-07-29,2,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-08-05,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-08-12,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-08-19,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-08-26,9,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-09-02,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-09-09,1,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-09-16,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-09-23,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-09-30,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-10-07,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-10-14,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-10-21,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-10-28,4,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-11-04,5,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-11-11,9,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-11-18,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-11-25,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-12-02,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-12-09,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-12-16,3,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-12-23,7,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-12-30,6,OBS_MIX_DES_BIOPSY,5,ref_to_mri
2024-01-08,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-01-15,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-01-22,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-01-29,2,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-02-05,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-02-12,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-02-19,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-02-26,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-03-04,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-03-11,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-03-18,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-03-25,10,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-04-01,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-04-08,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-04-15,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-04-22,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-04-29,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-05-06,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-05-13,2,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-05-20,9,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-05-27,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-06-03,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-06-10,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-06-17,2,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-06-24,2,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-07-01,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-07-08,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-07-15,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-07-22,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-07-29,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-08-05,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-08-12,2,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-08-19,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-08-26,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-09-02,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-09-09,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-09-16,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-09-23,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-09-30,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-10-07,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-10-14,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-10-21,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-10-28,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-11-04,5,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-11-11,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-11-18,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-11-25,4,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-12-02,8,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-12-09,9,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-12-16,7,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-12-23,6,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-12-30,3,OBS_MIX_DES_BIOPSY,5,mri_to_report
2024-01-08,3,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-01-15,3,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-01-22,3,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-01-29,3,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-02-05,4,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-02-12,4,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-02-19,5,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-02-26,6,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-03-04,5,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
2024-03-11,5,OBS_MIX_DES_BIOPSY,5,report_to_biopmdt
